,ValidationRound,RPS_Forecasts,RPS_Forecasts_2pred_int,RPS_point_forecast_only,RPS_hinge_forecast,RPS_forecast+naive,RPS_forecasts_weighted,RPS_forecasts_weighted_2int,RPS_forecasts_weighted_2int_naive,RPS_naive,RPS_weighted_ranked_naive_2,RPS_weighted_ranked_naive_3,RPS_naive5,ValidationRound,return_point_forecast,return_prob_forecast,return_prob_forecast_2int,return_hinge_forecast,return_hinge_rounded,return_hinge_rounded_less,return_hinge_2int,return_agreement,return_agreement_other_int,return_mrkt_basket,greatest_loss_investment,Exceptions,ValidationRound,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,mqae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,containment_weighted,contour_weighted,maxe_weighted,oda_weighted,mqae_weighted
run_112,1.0,31.722222222222218,32.21333333333333,41.5,30.666666666666668,26.791666666666668,33.208333333333336,31.360544217687067,25.801666666666666,20.0,21.44387755102041,23.65625,20.250000000000004,1.0,-0.01707845557266421,-0.015812576298099422,-0.015879448260176555,-0.015067939496289401,-0.0072658219304748495,-0.014155831172286465,-0.01584460509013631,-0.015077452077442053,-0.014816412396048065,2.2319956449796705,-0.6433333333333332,,1.0,9.125064349766083,9.92271952964947,9.92271952964947,9.92271952964947,678.3035220310231,7.881194952208083,3.835305858660341,7.284774387691889,0.3433333333333333,0.39666666666666667,9.92271952964947,0.0,9.92271952964947,9.125064349766086,9.92271952964947,9.92271952964947,9.92271952964947,678.3035220310222,7.881194952208084,3.835305858660341,7.284774387691889,0.3433333333333333,0.39666666666666667,9.92271952964947,0.0,9.92271952964947
run_114,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.01359306301673723,-0.011151846951189941,-0.011000256631922715,-0.009917400554611593,-0.003035799827606968,-0.009378056109714547,-0.01066999159195439,-0.009760890407499797,-0.008415305335551118,2.2319956449796705,-0.6533333333333333,,1.0,8.956291083038046,9.780716505080123,9.780716505080123,9.780716505080123,666.1313252639554,7.753279161256515,3.798098089490157,7.043373416457747,0.3466666666666667,0.4033333333333333,9.780716505080123,0.0,9.780716505080123,8.956291083038048,9.780716505080123,9.780716505080123,9.780716505080123,666.1313252639549,7.7532791612565175,3.7980980894901566,7.043373416457745,0.3466666666666667,0.4033333333333333,9.780716505080123,0.0,9.780716505080123
run_116,1.0,31.333333333333332,31.753333333333334,40.333333333333336,30.375,26.354166666666668,32.697916666666664,30.948979591836736,25.33,20.0,21.164115646258505,23.236979166666668,20.250000000000004,1.0,-0.002464863954866415,-0.0019668539261001538,-0.002082602971326728,-0.0017329087895394102,0.0019442041627100077,-0.0013026341524423068,-0.002264647058799585,-0.0005901778496319246,-0.002018464739177914,2.2319956449796705,-0.36666666666666664,,1.0,9.377124808743877,10.629880245294615,10.629880245294615,10.629880245294615,757.7485435599529,8.623045132466812,3.854838803681441,7.725441950054474,0.30333333333333334,0.4000000000000001,10.629880245294615,0.0,10.629880245294615,9.37712480874388,10.629880245294613,10.629880245294613,10.629880245294613,757.7485435599541,8.623045132466812,3.8548388036814405,7.725441950054475,0.30333333333333334,0.4000000000000001,10.629880245294613,0.0,10.629880245294613
run_118,1.0,31.703703703703706,32.093333333333334,41.666666666666664,30.5,26.739583333333332,33.25,31.227891156462587,25.656666666666666,20.0,21.421768707482993,23.635416666666668,20.250000000000004,1.0,-0.013879710998540568,-0.011442662776308092,-0.01129705340690621,-0.01020776111189922,-0.0037021842279003903,-0.009468362816212402,-0.010975173045774693,-0.010153299612787528,-0.008686140151862901,2.2319956449796705,-0.65,,1.0,8.981452701827832,9.804320027821612,9.804320027821612,9.804320027821612,668.4916775381029,7.773912437961596,3.8035518600270937,7.045298176611959,0.35000000000000003,0.4033333333333333,9.804320027821612,0.0,9.804320027821612,8.981452701827834,9.804320027821612,9.804320027821612,9.804320027821612,668.4916775381038,7.773912437961596,3.8035518600270932,7.045298176611957,0.35000000000000003,0.4033333333333333,9.804320027821612,0.0,9.804320027821612
run_12,0.8,32.08888888888889,32.484,41.9,30.9,27.025,33.6125,31.655102040816324,25.959999999999997,20.0,21.51938775510204,23.809374999999996,20.250000000000007,0.8,-0.017260839943818662,-0.014811561303194023,-0.015167604828982814,-0.013387414622964045,-0.006943484298577708,-0.01272107548101721,-0.01564273499511578,-0.014241040562573058,-0.015575642070146575,3.7509858903680424,-0.622,,0.8,9.415054104062198,10.487113100427617,10.487113100427617,10.487113100427617,779.2841039297148,8.965179832887227,3.3604733352147433,7.609978461535,0.324,0.314,10.487113100427617,0.0,10.487113100427617,9.415054104062202,10.487113100427617,10.487113100427617,10.487113100427617,779.2841039297145,8.965179832887229,3.360473335214743,7.609978461534999,0.324,0.314,10.487113100427617,0.0,10.487113100427617
run_120,1.0,31.814814814814813,32.36000000000001,41.0,30.875,26.78125,33.197916666666664,31.54421768707483,25.826666666666664,20.0,21.366496598639458,23.559895833333332,20.250000000000004,1.0,-0.011424506808059343,-0.012243611514911835,-0.01203683867789035,-0.012634918069758605,-0.008361443454238062,-0.01198461014183283,-0.011697068882905974,-0.013705192437714392,-0.013659181119937422,2.2319956449796705,-0.5800000000000001,,1.0,9.22840441737378,10.325905864919786,10.325905864919786,10.325905864919786,720.2854697088038,8.289356220178712,3.837727015671259,7.778896143041705,0.34,0.39333333333333337,10.325905864919786,0.0,10.325905864919786,9.228404417373783,10.325905864919784,10.325905864919784,10.325905864919784,720.2854697088036,8.289356220178714,3.8377270156712586,7.778896143041706,0.34,0.39333333333333337,10.325905864919784,0.0,10.325905864919784
run_122,1.0,32.351851851851855,32.7,41.833333333333336,31.25,27.166666666666668,33.8125,31.88095238095238,26.051666666666666,20.0,21.527210884353746,23.848958333333332,20.250000000000004,1.0,-0.013776178719658456,-0.012477346060338646,-0.012177444500756392,-0.011580994442719405,-0.005856936089409733,-0.010937061563046815,-0.011639996682710547,-0.007804199177265239,-0.006812983952404789,2.2319956449796705,-0.6166666666666666,,1.0,9.24431060805467,10.196410012833041,10.196410012833041,10.196410012833041,694.7452370334345,8.110249009267234,3.9044323269463432,7.538844944567498,0.32666666666666666,0.40666666666666673,10.196410012833041,0.0,10.196410012833041,9.244310608054674,10.196410012833041,10.196410012833041,10.196410012833041,694.7452370334336,8.110249009267237,3.904432326946342,7.5388449445675,0.32666666666666666,0.40666666666666673,10.196410012833041,0.0,10.196410012833041
run_124,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.013614042626290337,-0.011174847183020316,-0.011024261407998961,-0.009941178451516248,-0.003035799827606968,-0.009426264891679774,-0.010695561267403647,-0.00979364579485474,-0.008435484668064548,2.2319956449796705,-0.6533333333333333,,1.0,8.95908690060255,9.78400179182456,9.78400179182456,9.78400179182456,666.4598539383989,7.753594201964542,3.801383376234593,7.050452974480564,0.3466666666666667,0.4033333333333333,9.78400179182456,0.0,9.78400179182456,8.959086900602552,9.78400179182456,9.78400179182456,9.78400179182456,666.4598539383984,7.7535942019645425,3.801383376234592,7.050452974480563,0.3466666666666667,0.4033333333333333,9.78400179182456,0.0,9.78400179182456
run_126,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.013614128378370748,-0.011174976114501084,-0.011024443827102243,-0.00994132870385134,-0.003035799827606968,-0.009426264891679774,-0.01069582403595018,-0.009793796437722489,-0.008435581951360085,2.2319956449796705,-0.6533333333333333,,1.0,8.959078981195274,9.783998207512639,9.783998207512639,9.783998207512639,666.4594955072064,7.753590617652621,3.8013821655261477,7.0504299461725575,0.3466666666666667,0.4033333333333333,9.783998207512639,0.0,9.783998207512639,8.959078981195276,9.783998207512639,9.783998207512639,9.783998207512639,666.4594955072063,7.753590617652622,3.8013821655261473,7.050429946172557,0.3466666666666667,0.4033333333333333,9.783998207512639,0.0,9.783998207512639
run_128,1.0,31.851851851851848,32.22666666666667,41.666666666666664,30.708333333333332,26.83333333333334,33.364583333333336,31.38095238095238,25.746666666666666,20.0,21.439625850340136,23.674479166666668,20.250000000000004,1.0,-0.015438129038129293,-0.01278951763790616,-0.012632922018708727,-0.011448524807368002,-0.005415926661510181,-0.010921351064085219,-0.012296130464410355,-0.0137812959360085,-0.011625027770529381,2.2319956449796705,-0.6566666666666666,,1.0,8.892374251286867,9.683539403069206,9.683539403069206,9.683539403069206,677.090714115513,7.656102059245602,3.792058738641258,7.039710211795513,0.3433333333333333,0.4033333333333333,9.683539403069206,0.0,9.683539403069206,8.892374251286869,9.683539403069206,9.683539403069206,9.683539403069206,677.0907141155138,7.656102059245602,3.7920587386412574,7.039710211795512,0.3433333333333333,0.4033333333333333,9.683539403069206,0.0,9.683539403069206
run_13,0.0,29.555555555555554,29.520000000000003,39.0,28.375,25.062500000000004,31.03125,28.806122448979593,23.865,19.999999999999996,20.721938775510203,22.4453125,20.25,0.0,0.04827487760433185,0.04672556394292419,0.04749383701781649,0.04593018017076347,0.05133798778685226,0.047069766989885825,0.04845506289869707,-0.025920908116502384,0.10764143535309373,9.913233988040997,-0.44,,0.0,10.1418882518661,11.626501600628073,11.626501600628073,11.626501600628073,1067.0876474375689,11.275536422219824,2.327353224584777,6.320583199224976,0.39,0.1,11.626501600628073,0.0,11.626501600628073,10.141888251866105,11.626501600628073,11.626501600628073,11.626501600628073,1067.0876474375689,11.275536422219822,2.3273532245847774,6.3205831992249735,0.39,0.1,11.626501600628073,0.0,11.626501600628073
run_130,1.0,31.166666666666668,31.606666666666666,40.5,30.166666666666668,26.3125,32.583333333333336,30.789115646258498,25.316666666666663,20.0,21.20578231292517,23.270833333333332,20.250000000000004,1.0,-0.00625509509007909,-0.0058889438835464875,-0.006018581286506953,-0.005710662083130602,-0.0004130324363919857,-0.0051287128598835685,-0.006201929015845205,-0.008320050906299939,-0.007109263427367219,2.2319956449796705,-0.3933333333333333,,1.0,9.220854316352286,10.400748549217047,10.400748549217047,10.400748549217047,736.0812694699753,8.397498194329573,3.819780419319415,7.5101842998233765,0.32666666666666666,0.39333333333333337,10.400748549217047,0.0,10.400748549217047,9.220854316352288,10.400748549217047,10.400748549217047,10.400748549217047,736.0812694699757,8.397498194329573,3.8197804193194145,7.510184299823376,0.32666666666666666,0.39333333333333337,10.400748549217047,0.0,10.400748549217047
run_132,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.013805904966563108,-0.011368123133803497,-0.011220733319533521,-0.010133098445968622,-0.003597177279370433,-0.009373421135577771,-0.01089613432229366,-0.01021107082890093,-0.008735357610454113,2.2319956449796705,-0.65,,1.0,8.963184704494187,9.786773392134888,9.786773392134888,9.786773392134888,666.7370139694308,7.7593360483112805,3.798345554459964,7.049430303512511,0.3466666666666667,0.4033333333333333,9.786773392134888,0.0,9.786773392134888,8.963184704494191,9.786773392134888,9.786773392134888,9.786773392134888,666.7370139694311,7.759336048311282,3.798345554459964,7.049430303512509,0.3466666666666667,0.4033333333333333,9.786773392134888,0.0,9.786773392134888
run_134,1.0,32.01851851851852,32.35333333333333,41.666666666666664,30.875,26.895833333333332,33.510416666666664,31.513605442176868,25.761666666666667,20.0,21.426020408163264,23.6796875,20.250000000000004,1.0,-0.009985615965547165,-0.0074508005654283565,-0.00727709674473447,-0.006176490903513079,-0.0012915113964842388,-0.005488702699627756,-0.006932025261468927,-0.0027343609648555235,-0.003728599446642781,2.2319956449796705,-0.6233333333333334,,1.0,9.099116974913114,9.999584230097676,9.999584230097676,9.999584230097676,686.7722022479317,7.968562128333743,3.8293810133973714,7.266768837055463,0.32666666666666666,0.41,9.999584230097676,0.0,9.999584230097676,9.099116974913116,9.999584230097675,9.999584230097675,9.999584230097675,686.7722022479317,7.968562128333744,3.8293810133973705,7.266768837055463,0.32666666666666666,0.41,9.999584230097675,0.0,9.999584230097675
run_136,1.0,32.351851851851855,32.7,41.833333333333336,31.25,27.166666666666668,33.8125,31.88095238095238,26.051666666666666,20.0,21.527210884353746,23.848958333333332,20.250000000000004,1.0,-0.013562803731877867,-0.012266123743756052,-0.011961965230890005,-0.011373161915894188,-0.00556533375728275,-0.010614557300898692,-0.011418340068015,-0.007404068089990275,-0.006491629272440946,2.2319956449796705,-0.62,,1.0,9.234621169034027,10.187067839033844,10.187067839033844,10.187067839033844,693.8110196535146,8.103877081504445,3.900899575232099,7.525708499489917,0.32666666666666666,0.40666666666666673,10.187067839033844,0.0,10.187067839033844,9.234621169034028,10.187067839033842,10.187067839033842,10.187067839033842,693.8110196535135,8.103877081504448,3.9008995752320987,7.525708499489919,0.32666666666666666,0.40666666666666673,10.187067839033842,0.0,10.187067839033842
run_138,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.01355754039085483,-0.011126671822650607,-0.01096790771208877,-0.009897447660880009,-0.002732210826740905,-0.00929983337554622,-0.010626913890717326,-0.009698549249985216,-0.008375016523696223,2.2319956449796705,-0.6533333333333333,,1.0,8.959594319946754,9.782204309074528,9.782204309074528,9.782204309074528,666.2801056633961,7.754766965250918,3.7985661002045705,7.047829223466806,0.3466666666666667,0.4033333333333333,9.782204309074528,0.0,9.782204309074528,8.959594319946758,9.782204309074526,9.782204309074526,9.782204309074526,666.2801056633951,7.75476696525092,3.7985661002045696,7.047829223466803,0.3466666666666667,0.4033333333333333,9.782204309074526,0.0,9.782204309074526
run_14,1.0,31.851851851851848,32.23333333333333,41.166666666666664,30.875,26.770833333333332,33.260416666666664,31.428571428571427,25.7,20.0,21.354591836734695,23.5546875,20.250000000000004,1.0,-0.013202935179980035,-0.010787745619388627,-0.010653234317640143,-0.009561923241645,-0.0029392585566845875,-0.008870787040105667,-0.010341546353052795,-0.009378818499464836,-0.008085977152490962,2.2319956449796705,-0.65,,1.0,8.971818992543298,9.827090915675958,9.827090915675958,9.827090915675958,669.9506094055533,7.796388257978308,3.812427515594861,7.068922795811498,0.34,0.4033333333333333,9.827090915675958,0.0,9.827090915675958,8.971818992543302,9.827090915675958,9.827090915675958,9.827090915675958,669.950609405554,7.79638825797831,3.812427515594861,7.068922795811496,0.34,0.4033333333333333,9.827090915675958,0.0,9.827090915675958
run_140,1.0,31.425925925925924,31.88,40.5,30.416666666666668,26.427083333333332,32.8125,31.051020408163264,25.405,20.0,21.198979591836736,23.296875,20.250000000000004,1.0,-0.002512320102750856,-0.002042223395133837,-0.0021494509006307456,-0.0018207886362432944,0.0015890444456281457,-0.0011971510281249033,-0.0023178341713290924,-0.0008729268124141702,-0.0021263744662563984,2.2319956449796705,-0.36666666666666664,,1.0,9.357295321791504,10.609219961557626,10.609219961557626,10.609219961557626,755.682515186255,8.605355094766233,3.847350326226756,7.715843406847044,0.3066666666666667,0.4000000000000001,10.609219961557626,0.0,10.609219961557626,9.357295321791508,10.609219961557626,10.609219961557626,10.609219961557626,755.6825151862553,8.605355094766235,3.847350326226755,7.715843406847045,0.3066666666666667,0.4000000000000001,10.609219961557626,0.0,10.609219961557626
run_142,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.013805904966563108,-0.011368123133803497,-0.011220733319533521,-0.010133098445968622,-0.003597177279370433,-0.009373421135577771,-0.01089613432229366,-0.01021107082890093,-0.008735357610454113,2.2319956449796705,-0.65,,1.0,8.963184704494187,9.786773392134888,9.786773392134888,9.786773392134888,666.7370139694308,7.7593360483112805,3.798345554459964,7.049430303512511,0.3466666666666667,0.4033333333333333,9.786773392134888,0.0,9.786773392134888,8.963184704494191,9.786773392134888,9.786773392134888,9.786773392134888,666.7370139694311,7.759336048311282,3.798345554459964,7.049430303512509,0.3466666666666667,0.4033333333333333,9.786773392134888,0.0,9.786773392134888
run_144,1.0,31.703703703703706,32.06,41.666666666666664,30.541666666666668,26.73958333333334,33.239583333333336,31.210884353741495,25.64333333333333,20.0,21.42091836734694,23.6328125,20.250000000000004,1.0,-0.013614128378370748,-0.011174976114501084,-0.011024443827102243,-0.00994132870385134,-0.003035799827606968,-0.009426264891679774,-0.01069582403595018,-0.009793796437722489,-0.008435581951360085,2.2319956449796705,-0.6533333333333333,,1.0,8.959078981195274,9.783998207512639,9.783998207512639,9.783998207512639,666.4594955072064,7.753590617652621,3.8013821655261477,7.0504299461725575,0.3466666666666667,0.4033333333333333,9.783998207512639,0.0,9.783998207512639,8.959078981195276,9.783998207512639,9.783998207512639,9.783998207512639,666.4594955072063,7.753590617652622,3.8013821655261473,7.050429946172557,0.3466666666666667,0.4033333333333333,9.783998207512639,0.0,9.783998207512639
run_146,1.0,31.555555555555554,32.03333333333334,41.166666666666664,30.5,26.583333333333332,33.020833333333336,31.16326530612245,25.55,20.0,21.318027210884356,23.473958333333332,20.250000000000004,1.0,-0.013674668543719015,-0.011275145609072704,-0.011131680971785895,-0.010055887374001942,-0.0039176046367837185,-0.009469721689133273,-0.010803122002692176,-0.010755332749474338,-0.008602033397995137,2.2319956449796705,-0.7233333333333333,,1.0,9.011961983853773,9.91342986249066,9.91342986249066,9.91342986249066,656.3455691113068,7.796247527992129,3.8998119657317556,7.047896650605952,0.3433333333333333,0.4033333333333333,9.91342986249066,0.0,9.91342986249066,9.011961983853777,9.91342986249066,9.91342986249066,9.91342986249066,656.3455691113078,7.79624752799213,3.899811965731755,7.04789665060595,0.3433333333333333,0.4033333333333333,9.91342986249066,0.0,9.91342986249066
run_148,1.0,31.351851851851848,31.8,40.5,30.541666666666668,26.4375,32.697916666666664,30.993197278911563,25.426666666666666,20.0,21.232142857142858,23.3203125,20.250000000000004,1.0,-0.012154195917255237,-0.00951218177420035,-0.009717466506456971,-0.0082050016792565,-0.0036916240218860786,-0.007632316641474159,-0.009999081579170734,-0.011058024572738084,-0.009132800021592303,2.2319956449796705,-0.6266666666666667,,1.0,9.31499494150943,10.494951406972776,10.494951406972776,10.494951406972776,713.6503389038538,8.348881101275978,3.957600208815853,7.177786000406521,0.3466666666666667,0.4000000000000001,10.494951406972776,0.0,10.494951406972776,9.314994941509434,10.494951406972774,10.494951406972774,10.494951406972774,713.6503389038522,8.34888110127598,3.9576002088158524,7.177786000406521,0.3466666666666667,0.4000000000000001,10.494951406972774,0.0,10.494951406972774
