,ValidationRound,RPS_Forecasts,RPS_Forecasts_2pred_int,RPS_point_forecast_only,RPS_hinge_forecast,RPS_forecast+naive,RPS_forecasts_weighted,RPS_forecasts_weighted_2int,RPS_forecasts_weighted_2int_naive,RPS_naive,RPS_weighted_ranked_naive_2,RPS_weighted_ranked_naive_3,RPS_naive5,ValidationRound,return_point_forecast,return_prob_forecast,return_prob_forecast_2int,return_hinge_forecast,return_hinge_rounded,return_hinge_rounded_less,return_hinge_2int,return_agreement,return_agreement_other_int,return_mrkt_basket,greatest_loss_investment,Exceptions,ValidationRound,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,mqae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,containment_weighted,contour_weighted,maxe_weighted,oda_weighted,mqae_weighted
run_1,1.0,30.87037037037037,30.580000000000002,40.333333333333336,30.458333333333332,26.1875,32.15625,30.119047619047617,24.953333333333333,20.0,21.196428571428573,23.1953125,20.250000000000004,1.0,-0.009821223990258065,0.0031410450398567783,4.0454829587743e-05,0.008570207906824747,0.008881315555020277,0.008725128387921856,-0.005305146729352467,-0.008263426845200853,-0.008214874131063176,2.732605928183773,-0.42333333333333334,,1.0,8.405574375888259,9.460832520360627,9.460832520360627,9.460832520360627,645.3309508270221,6.407766530216783,4.8165573550107394,6.319397633805924,0.4033333333333333,0.3933333333333333,9.460832520360627,0.0,9.460832520360627,8.405574375888259,9.460832520360627,9.460832520360627,9.460832520360627,645.330950827022,6.407766530216783,4.8165573550107394,6.319397633805921,0.4033333333333333,0.3933333333333333,9.460832520360627,0.0,9.460832520360627
run_10,1.0,32.425925925925924,33.12666666666667,40.333333333333336,32.25,27.166666666666668,33.458333333333336,32.41836734693877,26.28,20.0,21.387755102040813,23.625,20.250000000000004,1.0,0.015223911258114932,0.0214541954112487,0.02263558211760754,0.024044551986799445,0.02172096076142975,0.023714349632249696,0.024190257392644254,0.037741845416735864,0.03435843796821617,2.732605928183773,-0.52,,1.0,9.032545221002426,9.700203115522973,9.700203115522973,9.700203115522973,856.4145888551653,5.6466543344670574,5.826089303653059,5.260045584014194,0.46,0.44999999999999996,9.700203115522973,0.0,9.700203115522973,9.032545221002424,9.70020311552297,9.70020311552297,9.70020311552297,856.4145888551657,5.646654334467056,5.826089303653057,5.260045584014194,0.46,0.44999999999999996,9.70020311552297,0.0,9.70020311552297
run_100,1.0,30.018518518518515,29.900000000000002,40.666666666666664,29.25,25.5625,31.541666666666668,29.26190476190476,24.378333333333334,20.0,21.04421768707483,22.916666666666668,20.250000000000004,1.0,-0.0006285066702796261,-0.03769346218343932,-0.036979285264719435,-0.03528287721166967,-0.03600033791082554,-0.035293119391307824,-0.002359255724641395,-0.0164905877193895,0.013254808110740401,2.732605928183773,-2.6933333333333334,,1.0,8.559106520916243,9.731089912531752,9.731089912531752,9.731089912531752,720.502327861613,7.2667339265984525,4.2315189828190585,44.17967185531913,0.47333333333333333,0.38999999999999996,9.731089912531752,0.0,9.731089912531752,8.559106520916243,9.73108991253175,9.73108991253175,9.73108991253175,720.502327861613,7.2667339265984525,4.23151898281906,44.17967185531912,0.47333333333333333,0.38999999999999996,9.73108991253175,0.0,9.73108991253175
run_101,1.0,32.19444444444444,31.863333333333333,42.916666666666664,32.333333333333336,27.25104166666667,33.5,31.362244897959187,26.0275,20.0,21.69472789115646,24.00729166666667,20.250000000000004,1.0,-0.024288646512809837,-0.022205968905738532,-0.021738100971499336,-0.0209869638746339,-0.014171540137493508,-0.02010846235463879,-0.02099460876681974,-0.02143545375146121,0.00863179248654411,2.732605928183773,-0.6033333333333333,,1.0,11.700055515967689,13.689009977141927,13.689009977141927,13.689009977141927,1249.6293032260373,6.820104594304521,8.866512108393552,6.91605483960029,0.47333333333333333,0.44333333333333336,13.689009977141927,0.0,13.689009977141927,11.700055515967689,13.689009977141929,13.689009977141929,13.689009977141929,1249.6293032260355,6.82010459430452,8.866512108393552,6.916054839600288,0.47333333333333333,0.44333333333333336,13.689009977141929,0.0,13.689009977141929
run_102,1.0,34.44444444444445,34.833333333333336,39.166666666666664,35.375,28.25,34.802083333333336,34.70748299319728,27.40666666666667,20.0,21.395408163265305,23.8359375,20.250000000000004,1.0,0.023832107629400384,0.03008057353558445,0.03170711102833446,0.02864619554804292,0.02995048269526952,0.0288069318434362,0.0332174525213473,0.02832620756768982,0.0375289967211958,2.732605928183773,-0.36666666666666664,,1.0,9.771184965915912,10.206260767525377,10.206260767525377,10.206260767525377,855.5268395901485,7.36083993350181,4.698081557948833,7.044668172566895,0.32666666666666666,0.35000000000000003,10.206260767525377,0.0,10.206260767525377,9.77118496591591,10.206260767525375,10.206260767525375,10.206260767525375,855.5268395901481,7.360839933501811,4.698081557948834,7.0446681725668965,0.32666666666666666,0.35000000000000003,10.206260767525375,0.0,10.206260767525375
run_103,1.0,34.05555555555556,34.5,43.333333333333336,33.791666666666664,28.510416666666668,35.28125,33.87074829931973,27.49666666666667,20.0,22.038265306122444,24.695312500000004,20.250000000000004,1.0,-0.03087192206227707,-0.037453403825043946,-0.036622785426775856,-0.03917107063916211,-0.030798982509698588,-0.038255862168229134,-0.03457994659887382,-0.031034810501756868,-0.03585907488200244,2.732605928183773,-1.4399999999999997,,1.0,10.139252031061543,11.477800295048715,11.477800295048715,11.477800295048715,922.2835300029286,7.51513029963489,5.849159913364182,8.462393329860852,0.32,0.49,11.477800295048715,0.0,11.477800295048715,10.13925203106154,11.477800295048711,11.477800295048711,11.477800295048711,922.2835300029288,7.515130299634889,5.849159913364183,8.462393329860852,0.32,0.49,11.477800295048711,0.0,11.477800295048711
run_105,1.0,32.24074074074074,32.03333333333333,42.5,31.583333333333332,27.28125,33.6875,31.45238095238095,25.956666666666667,20.0,21.69557823129252,24.036458333333332,20.250000000000004,1.0,-0.01443128251491439,-0.0014064509014474213,-0.006058680475003717,0.004214374806315402,0.00545021075149793,0.00440033369769583,-0.01388513572562798,-0.015274391072050175,-0.012533933916499936,2.732605928183773,-0.6433333333333334,,1.0,8.624425976524874,9.78933033026617,9.78933033026617,9.78933033026617,674.3205952728903,6.706608709290703,4.876266048948868,6.719177432135141,0.38999999999999996,0.39666666666666667,9.78933033026617,0.0,9.78933033026617,8.624425976524874,9.789330330266168,9.789330330266168,9.789330330266168,674.3205952728898,6.706608709290701,4.876266048948867,6.719177432135141,0.38999999999999996,0.39666666666666667,9.789330330266168,0.0,9.789330330266168
run_107,1.0,31.407407407407405,31.213333333333335,41.5,30.75,26.614583333333332,32.833333333333336,30.659863945578234,25.368333333333336,20.0,21.41326530612245,23.5625,20.250000000000004,1.0,-0.012370840226408756,-0.00837893858220278,-0.009650080572486308,-0.006335919959899923,-0.004785538380081763,-0.006210647929304292,-0.01170254343062641,-0.012714995693159058,-0.010187692859066249,2.732605928183773,-0.6266666666666666,,1.0,8.572618828876768,9.714169891332622,9.714169891332622,9.714169891332622,627.9605625889837,6.901373998165723,4.613511609491045,6.3800213957641105,0.38666666666666666,0.41333333333333333,9.714169891332622,0.0,9.714169891332622,8.572618828876765,9.714169891332622,9.714169891332622,9.714169891332622,627.9605625889839,6.901373998165721,4.613511609491046,6.3800213957641105,0.38666666666666666,0.41333333333333333,9.714169891332622,0.0,9.714169891332622
run_109,1.0,30.703703703703706,30.186666666666667,40.166666666666664,30.458333333333332,26.052083333333332,31.947916666666668,29.829931972789115,24.74666666666667,20.0,21.136904761904763,23.091145833333332,20.250000000000004,1.0,-0.007904966111388906,-0.004452070815263055,-0.004066908264282834,-0.002714904117758297,-0.0014207736091286663,-0.0025610100538041853,-0.0034751794551840924,-0.006903519447322611,-0.005511154909960028,2.732605928183773,-0.39666666666666667,,1.0,8.474790022529488,9.463094629878098,9.463094629878098,9.463094629878098,614.4542471025023,6.698915624601504,4.549017240409197,5.995999159098986,0.39666666666666667,0.41,9.463094629878098,0.0,9.463094629878098,8.474790022529488,9.4630946298781,9.4630946298781,9.4630946298781,614.4542471025026,6.698915624601505,4.549017240409198,5.995999159098985,0.39666666666666667,0.41,9.4630946298781,0.0,9.4630946298781
run_11,1.0,35.03703703703704,35.12,36.666666666666664,35.291666666666664,27.95833333333334,35.177083333333336,35.01700680272109,26.788333333333338,20.0,20.78826530612245,23.1484375,20.250000000000004,1.0,0.05136563803520222,0.05212870012355487,0.05264607044540939,0.05235907266769332,0.03470378302330754,0.050685964823580544,0.053401967982032894,0.05469825213532675,0.05318685090125805,2.732605928183773,-0.21666666666666665,,1.0,6.659231864200464,7.628703079165838,7.628703079165838,7.628703079165838,391.0849276110389,4.968743815729777,4.280788416202399,5.608730211269051,0.18666666666666668,0.5433333333333333,7.628703079165838,0.0,7.628703079165838,6.659231864200464,7.628703079165841,7.628703079165841,7.628703079165841,391.08492761103867,4.968743815729777,4.2807884162024,5.6087302112690525,0.18666666666666668,0.5433333333333333,7.628703079165841,0.0,7.628703079165841
