,params,ValidationRound,RPS_Forecasts,RPS_Forecasts_2pred_int,RPS_point_forecast_only,RPS_hinge_forecast,RPS_forecast+naive,RPS_forecasts_weighted,RPS_forecasts_weighted_2int,RPS_forecasts_weighted_2int_naive,RPS_naive,RPS_weighted_ranked_naive_2,RPS_weighted_ranked_naive_3,RPS_naive5,ValidationRound,return_point_forecast,return_prob_forecast,return_prob_forecast_2int,return_hinge_forecast,return_hinge_rounded,return_hinge_rounded_less,return_hinge_2int,return_agreement,return_agreement_other_int,return_mrkt_basket,greatest_loss_investment,run,Model,ModelParameters,TransformationParameters,TransformationRuntime,FitRuntime,PredictRuntime,Exceptions,ValidationRound,smape,mae,rmse,made,mage,underestimate,mle,overestimate,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,uwmse,smoothness,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,underestimate_weighted,mle_weighted,overestimate_weighted,imle_weighted,spl_weighted,containment_weighted,contour_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,uwmse_weighted,smoothness_weighted
run_0,"{""max_generations"": 15, ""model_list"": ""fast"", ""transformer_list"": ""superfast"", ""transformer_max_depth"": 6, ""num_validations"": 2, ""validation_method"": ""even"", ""models_to_validate"": 0.25, ""ensemble"": [""simple"", ""distance"", ""horizontal"", ""horizontal-max""], ""initial_template"": ""random"", ""subset"": 100, ""models_mode"": ""random"", ""introduce_na"": false, ""prefill_na"": null, ""remove_leading_zeroes"": false, ""constraint"": null, ""preclean"": null, ""metric_weighting"": {""smape_weighting"": 1, ""mae_weighting"": 5, ""rmse_weighting"": 1, ""made_weighting"": 0, ""mage_weighting"": 0, ""mle_weighting"": 0, ""imle_weighting"": 0, ""spl_weighting"": 3, ""oda_weighting"": 0, ""mqae_weighting"": 1, ""dwae_weighting"": 0, ""maxe_weighting"": 0, ""containment_weighting"": 0, ""contour_weighting"": 0, ""runtime_weighting"": 0, ""uwmse_weighting"": 0.05, ""smoothness_weighting"": 0.05, ""ewmae_weighting"": 0}, ""drop_most_recent"": 0}",0,45.50000000000001,55.02000000000001,37.5,37.3125,34.212500000000006,37.5,37.5,28.140000000000008,21.000000000000004,21.593112244897966,24.080624999999998,21.322500000000005,0,0.03366380732403236,0.03366380732403236,0.03366380732403237,0.03366380732403236,0.03360978201371602,0.03376740200894304,0.03366380732403236,0.03366380732403237,0.03366380732403237,-0.2329458957312896,-0.27,run_0,ConstantNaive,"{""constant"": 1}","{""fillna"": ""mean"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""Detrend"", ""2"": ""MinMaxScaler"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 2, ""fillna"": null}, ""1"": {""model"": ""Linear"", ""phi"": 1, ""window"": null, ""transform_dict"": null}, ""2"": {}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""multiplicative"", ""strength"": 1.0, ""first_value_only"": false}}}",0 days 00:00:00.020043,0 days 00:00:00.000013,0 days 00:00:00.000187,,0,2.9768876357363694,3.9472217425614455,3.9472217425614455,3.9472217425614455,9.845194605889915,-200.3100735597365,2.578243319099635,190.46487895384664,2.4586353372707666,3.9472217425614455,0.0,0.5346534653465347,3.8690589357780505,0.0,4.531983754809312,3.9472217425614455,3.8690589357780505,419.0689342767604,,2.917939365721788,3.8690589357780505,3.8690589357780505,3.8690589357780505,9.845194605889915,-200.3100735597365,2.527188995949147,190.46487895384664,2.409949489007979,3.8690589357780505,0.0,0.5346534653465347,3.8690589357780505,0.0,4.531983754809312,3.8690589357780505,3.8690589357780505,419.0689342767604,0.0
run_0,"{""max_generations"": 15, ""model_list"": ""fast"", ""transformer_list"": ""superfast"", ""transformer_max_depth"": 6, ""num_validations"": 2, ""validation_method"": ""even"", ""models_to_validate"": 0.25, ""ensemble"": [""simple"", ""distance"", ""horizontal"", ""horizontal-max""], ""initial_template"": ""random"", ""subset"": 100, ""models_mode"": ""random"", ""introduce_na"": false, ""prefill_na"": null, ""remove_leading_zeroes"": false, ""constraint"": null, ""preclean"": null, ""metric_weighting"": {""smape_weighting"": 1, ""mae_weighting"": 5, ""rmse_weighting"": 1, ""made_weighting"": 0, ""mage_weighting"": 0, ""mle_weighting"": 0, ""imle_weighting"": 0, ""spl_weighting"": 3, ""oda_weighting"": 0, ""mqae_weighting"": 1, ""dwae_weighting"": 0, ""maxe_weighting"": 0, ""containment_weighting"": 0, ""contour_weighting"": 0, ""runtime_weighting"": 0, ""uwmse_weighting"": 0.05, ""smoothness_weighting"": 0.05, ""ewmae_weighting"": 0}, ""drop_most_recent"": 0}",1,43.333333333333336,53.72000000000001,31.0,34.0625,32.5875,31.0,31.0,23.590000000000003,21.0,19.7359693877551,20.830624999999998,21.322500000000005,1,0.024470801811165493,0.024470801811165493,0.024470801811165493,0.024470801811165493,0.018047496430323842,0.02435520340753715,0.024470801811165493,0.024470801811165482,0.024470801811165482,0.158929241587304,-0.24,run_0,ConstantNaive,"{""constant"": 1}","{""fillna"": ""mean"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""Detrend"", ""2"": ""MinMaxScaler"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 2, ""fillna"": null}, ""1"": {""model"": ""Linear"", ""phi"": 1, ""window"": null, ""transform_dict"": null}, ""2"": {}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""multiplicative"", ""strength"": 1.0, ""first_value_only"": false}}}",0 days 00:00:00.010050,0 days 00:00:00.000011,0 days 00:00:00.000176,,1,4.58118803911923,5.165499566663242,5.165499566663242,5.165499566663242,141.65240431163156,-326.51843070564627,3.9564522017969046,184.86602639401465,2.543144968896407,5.165499566663242,0.0,0.5841584158415841,5.063212446531297,0.0,5.597387864497275,5.165499566663242,5.063212446531297,582.6798603101232,,4.490471444285186,5.063212446531297,5.063212446531297,5.063212446531297,141.65240431163156,-326.51843070564627,3.878106613642511,184.86602639401465,2.492785662581627,5.063212446531297,0.0,0.5841584158415841,5.063212446531297,0.0,5.597387864497275,5.063212446531297,5.063212446531297,582.6798603101232,0.0
run_1,"{""max_generations"": 15, ""model_list"": ""superfast"", ""transformer_list"": ""fast"", ""transformer_max_depth"": 6, ""num_validations"": 2, ""validation_method"": ""backwards"", ""models_to_validate"": 0.15, ""ensemble"": [""simple"", ""distance"", ""horizontal"", ""horizontal-max""], ""initial_template"": ""random"", ""subset"": null, ""models_mode"": ""random"", ""introduce_na"": null, ""prefill_na"": null, ""remove_leading_zeroes"": false, ""constraint"": null, ""preclean"": null, ""metric_weighting"": {""smape_weighting"": 5, ""mae_weighting"": 1, ""rmse_weighting"": 3, ""made_weighting"": 0, ""mage_weighting"": 0, ""mle_weighting"": 3, ""imle_weighting"": 1, ""spl_weighting"": 3, ""oda_weighting"": 0, ""mqae_weighting"": 0, ""dwae_weighting"": 0, ""maxe_weighting"": 0, ""containment_weighting"": 0, ""contour_weighting"": 0, ""runtime_weighting"": 0.05, ""uwmse_weighting"": 0.05, ""smoothness_weighting"": 1, ""ewmae_weighting"": 0.05}, ""drop_most_recent"": 0}",0,33.44444444444445,39.72,42.5,34.0625,27.55625,37.5625,36.673469387755105,28.994999999999997,21.000000000000004,22.797193877551017,25.565,21.322500000000005,0,-0.04781368065061396,-0.051192174230347255,-0.04868854797902019,-0.0524545368883394,-0.049155475897235554,-0.05198305239050988,-0.044236068561118336,-0.08003849891896687,-0.050622919077116794,-0.2329458957312896,-4.93,run_1,GLS,{},"{""fillna"": ""ffill"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""MinMaxScaler""}, ""transformation_params"": {""0"": {""output_distribution"": ""uniform"", ""n_quantiles"": 25}, ""1"": {}}}",0 days 00:00:00.022841,0 days 00:00:00.000612,0 days 00:00:00.002193,,0,24.58849236838413,32.96426419645926,32.96426419645926,32.96426419645926,2207.541999856789,-2735.5020776531283,28.067813394345134,527.9600777963391,7.5418385395674,9.354311090397017,0.8415841584158416,0.2079207920792079,32.311506489598685,0.0,32.54552952644779,32.96426419645926,32.311506489598685,22606.487679607253,,24.101591529406225,32.311506489598685,32.311506489598685,32.311506489598685,2207.541999856789,-2735.5020776531283,27.512015109308596,527.9600777963391,7.392495202150224,9.169077207418859,0.8415841584158416,0.2079207920792079,32.311506489598685,0.0,32.54552952644779,32.311506489598685,32.311506489598685,22606.487679607253,0.0
run_1,"{""max_generations"": 15, ""model_list"": ""superfast"", ""transformer_list"": ""fast"", ""transformer_max_depth"": 6, ""num_validations"": 2, ""validation_method"": ""backwards"", ""models_to_validate"": 0.15, ""ensemble"": [""simple"", ""distance"", ""horizontal"", ""horizontal-max""], ""initial_template"": ""random"", ""subset"": null, ""models_mode"": ""random"", ""introduce_na"": null, ""prefill_na"": null, ""remove_leading_zeroes"": false, ""constraint"": null, ""preclean"": null, ""metric_weighting"": {""smape_weighting"": 5, ""mae_weighting"": 1, ""rmse_weighting"": 3, ""made_weighting"": 0, ""mage_weighting"": 0, ""mle_weighting"": 3, ""imle_weighting"": 1, ""spl_weighting"": 3, ""oda_weighting"": 0, ""mqae_weighting"": 0, ""dwae_weighting"": 0, ""maxe_weighting"": 0, ""containment_weighting"": 0, ""contour_weighting"": 0, ""runtime_weighting"": 0.05, ""uwmse_weighting"": 0.05, ""smoothness_weighting"": 1, ""ewmae_weighting"": 0.05}, ""drop_most_recent"": 0}",1,38.66666666666668,46.95,46.5,34.875,30.86875,42.5625,41.73469387755102,32.015,21.0,23.817602040816325,27.564999999999998,21.322500000000005,1,-0.014558945030406374,-0.013416383506075632,-0.013487231559269319,-0.012800053532852853,-0.011870204462411703,-0.012533097702324946,-0.013581009807114186,-0.030488679138747997,-0.014669997142772243,0.158929241587304,-0.38999999999999996,run_1,AverageValueNaive,"{""method"": ""Midhinge"", ""window"": null}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""KalmanSmoothing"", ""1"": ""MaxAbsScaler"", ""2"": ""DifferencedTransformer"", ""3"": ""KalmanSmoothing"", ""4"": ""AlignLastValue""}, ""transformation_params"": {""0"": {""model_name"": ""randomly generated"", ""state_transition"": [[1, 0, 0, 0], [1, 1, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0]], ""process_noise"": [[0.04, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]], ""observation_model"": [[1, 1, 0, 0]], ""observation_noise"": 1.0, ""em_iter"": null}, ""1"": {}, ""2"": {}, ""3"": {""model_name"": ""ucm_deterministictrend_seasonal7"", ""state_transition"": [[1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, -1, -1, -1, -1, -1, -1]], ""process_noise"": [[0.001, 0, 0, 0, 0, 0, 0, 0], [0, 0.001, 0, 0, 0, 0, 0, 0], [0, 0, 0.001, 0, 0, 0, 0, 0], [0, 0, 0, 0.001, 0, 0, 0, 0], [0, 0, 0, 0, 0.001, 0, 0, 0], [0, 0, 0, 0, 0, 0.001, 0, 0], [0, 0, 0, 0, 0, 0, 0.001, 0], [0, 0, 0, 0, 0, 0, 0, 0]], ""observation_model"": [[1, 0, 1, 1, 1, 1, 1, 1]], ""observation_noise"": 0.03, ""em_iter"": null}, ""4"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}",0 days 00:00:00.094851,0 days 00:00:00.000713,0 days 00:00:00.000868,,1,5.7499264310394524,7.255476002155414,7.255476002155414,7.255476002155414,233.46513947063625,-475.8786318420109,5.565229609388212,242.413492371375,3.2508514425500934,5.372083945757874,0.2376237623762376,0.5841584158415841,7.111803210033525,0.0,7.556875978225759,7.255476002155414,7.111803210033525,1165.8110485319794,,5.636066501711938,7.111803210033525,7.111803210033525,7.111803210033525,233.46513947063625,-475.8786318420109,5.455027042865674,242.413492371375,3.186478146658012,5.265706045841877,0.2376237623762376,0.5841584158415841,7.111803210033525,0.0,7.556875978225759,7.111803210033525,7.111803210033525,1165.8110485319794,0.0
