,ValidationRound,RPS_Forecasts,RPS_Forecasts_2pred_int,RPS_point_forecast_only,RPS_hinge_forecast,RPS_forecast+naive,RPS_forecasts_weighted,RPS_forecasts_weighted_2int,RPS_forecasts_weighted_2int_naive,RPS_naive,RPS_weighted_ranked_naive_2,RPS_weighted_ranked_naive_3,RPS_naive5,ValidationRound,return_point_forecast,return_prob_forecast,return_prob_forecast_2int,return_hinge_forecast,return_hinge_rounded,return_hinge_rounded_less,return_hinge_2int,return_agreement,return_agreement_other_int,return_mrkt_basket,greatest_loss_investment,Exceptions,ValidationRound,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,mqae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,containment_weighted,contour_weighted,maxe_weighted,oda_weighted,mqae_weighted
run_0,1.0,35.370370370370374,35.17333333333334,46.333333333333336,34.041666666666664,29.458333333333332,37.072916666666664,34.57482993197279,27.971666666666668,20.0,22.50765306122449,25.5390625,20.250000000000004,1.0,-0.048006015324106144,-0.04805885768963764,-0.048072009885324396,-0.048092977331908954,-0.027951225627920306,-0.046132476569975045,-0.04809297733190895,-0.025218361844536574,-0.025218361844536564,-0.7470015436175738,-0.7966666666666665,,1.0,7.794440499183423,8.043698025057417,8.043698025057417,8.043698025057417,567.014678893352,4.900416329933713,4.823001223077518,5.927403472303422,0.43,0.56,8.043698025057417,0.0,8.043698025057417,7.794440499183426,8.043698025057418,8.043698025057418,8.043698025057418,567.0146788933519,4.900416329933713,4.823001223077517,5.927403472303422,0.43,0.56,8.043698025057418,0.0,8.043698025057418
run_1,1.0,28.722222222222225,28.873333333333335,39.333333333333336,28.083333333333332,24.71875,30.208333333333332,28.15646258503401,23.77666666666667,20.0,20.773809523809522,22.38541666666667,20.250000000000004,1.0,0.009900315252365509,0.01454148679830041,0.01477238313346623,0.015902719920043783,0.01484023763015982,0.015813157253634528,0.014084092487307886,0.011500668523916074,0.015024001265985493,-0.7470015436175738,-0.47333333333333333,,1.0,7.6500221362313665,8.38383172514809,8.38383172514809,8.38383172514809,320.71238727158646,4.922108436252016,5.0955649196894965,5.916552834005493,0.39666666666666667,0.56,8.38383172514809,0.0,8.38383172514809,7.6500221362313665,8.38383172514809,8.38383172514809,8.38383172514809,320.7123872715863,4.922108436252016,5.0955649196894965,5.916552834005496,0.39666666666666667,0.56,8.38383172514809,0.0,8.38383172514809
run_10,1.0,30.129629629629633,30.39333333333333,35.0,29.791666666666668,24.84375,30.822916666666668,30.017006802721088,23.973333333333333,20.0,20.058673469387756,21.6015625,20.250000000000004,1.0,0.03748886834246648,0.041607359773418305,0.03943574358180584,0.043170083904509604,0.027470794365799855,0.041241346994374456,0.03546646300618619,0.057138767326167184,0.0468233373919121,-0.7470015436175738,-0.57,,1.0,5.8560889012352755,6.201340994601721,6.201340994601721,6.201340994601721,277.38531129178403,3.244544569811952,4.447882546452452,3.74790502873951,0.47333333333333333,0.6266666666666666,6.201340994601721,0.0,6.201340994601721,5.8560889012352755,6.201340994601721,6.201340994601721,6.201340994601721,277.38531129178403,3.244544569811952,4.447882546452454,3.7479050287395097,0.47333333333333333,0.6266666666666666,6.201340994601721,0.0,6.201340994601721
run_100,1.0,29.7962962962963,29.39333333333333,40.666666666666664,29.333333333333332,25.677083333333332,31.270833333333332,28.90476190476191,24.503333333333334,20.0,21.21768707482993,23.088541666666668,20.250000000000004,1.0,-0.017711740101279225,-0.016811427447025764,-0.015955776129226787,-0.016057581342878945,-0.017430579495617708,-0.016098316452765573,-0.010948054995061967,-0.0339454413531419,-0.023962197498471404,-0.7470015436175738,-1.8999999999999997,,1.0,8.209711395357242,8.966328360869612,8.966328360869612,8.966328360869612,578.2716156179375,5.664489271126853,4.9718090503770265,6.17258979406407,0.43999999999999995,0.5499999999999999,8.966328360869612,0.0,8.966328360869612,8.209711395357244,8.966328360869612,8.966328360869612,8.966328360869612,578.2716156179372,5.664489271126853,4.9718090503770265,6.172589794064071,0.43999999999999995,0.5499999999999999,8.966328360869612,0.0,8.966328360869612
run_101,1.0,28.962962962962965,29.566666666666666,37.666666666666664,28.75,24.69791666666667,30.104166666666668,28.792517006802715,23.948333333333334,20.0,20.552721088435373,22.098958333333332,20.250000000000004,1.0,0.034582348952050396,0.0368967556247956,0.035845227065963235,0.03723436022949112,0.02451607609439954,0.036146249022268755,0.03346916163759888,0.04367618181963832,0.030950767868044193,-0.7470015436175738,-0.3666666666666667,,1.0,6.843352005861493,6.926865136423944,6.926865136423944,6.926865136423944,216.81920574427295,3.5503048983325733,4.960283132971093,3.2823293053736946,0.7200000000000001,0.67,6.926865136423944,0.0,6.926865136423944,6.843352005861491,6.926865136423944,6.926865136423944,6.926865136423944,216.81920574427306,3.550304898332572,4.960283132971096,3.2823293053736933,0.7200000000000001,0.67,6.926865136423944,0.0,6.926865136423944
run_102,1.0,28.240740740740744,28.040000000000003,36.5,28.166666666666668,24.208333333333332,29.291666666666668,27.632653061224488,23.235,20.0,20.358843537414966,21.739583333333332,20.250000000000004,1.0,0.018250649828449275,0.03221615208198981,0.0326280365499805,0.031218901132789075,0.030294400180149228,0.031044493628326175,0.013930683491872424,0.023914045901864262,0.018451097485050433,-0.7470015436175738,-0.2133333333333333,,1.0,8.450082369209385,9.558370730159817,9.558370730159817,9.558370730159817,426.3712796570237,5.565065730961468,5.723414012827408,2902.0465508470984,0.3666666666666667,0.5633333333333334,9.558370730159817,0.0,9.558370730159817,8.450082369209385,9.558370730159817,9.558370730159817,9.558370730159817,426.371279657023,5.565065730961469,5.7234140128274085,2902.0465508470984,0.3666666666666667,0.5633333333333334,9.558370730159817,0.0,9.558370730159817
run_104,1.0,30.574074074074076,31.166666666666668,38.333333333333336,30.083333333333332,25.6875,31.666666666666668,30.45238095238095,24.861666666666668,20.0,20.78231292517007,22.614583333333332,20.250000000000004,1.0,0.008079566224432502,0.00941109411016998,0.009137712699819915,0.010021812439883182,0.005896301491424814,0.009850107219811952,0.00866470015132424,0.0062423901907661195,0.006743290990364873,-0.7470015436175738,-0.8366666666666666,,1.0,7.910021286167477,8.127627675938783,8.127627675938783,8.127627675938783,422.6916111795933,4.298485772566324,5.515641585802929,5.527120987115764,0.36000000000000004,0.5333333333333333,8.127627675938783,0.0,8.127627675938783,7.910021286167477,8.127627675938783,8.127627675938783,8.127627675938783,422.69161117959334,4.298485772566324,5.515641585802929,5.5271209871157625,0.36000000000000004,0.5333333333333333,8.127627675938783,0.0,8.127627675938783
run_105,1.0,26.12962962962963,25.92,38.666666666666664,26.291666666666668,23.229166666666668,27.65625,25.282312925170064,22.313333333333333,20.0,20.50595238095238,21.674479166666668,20.250000000000004,1.0,-0.013327765009088522,-0.02134571322380414,-0.02023285974539757,-0.020926202250234994,-0.017655676044198886,-0.020452235649898214,-0.01776704423783773,-0.02134571322380414,-0.05800620868091563,-0.7470015436175738,-0.94,,1.0,6.651628448566988,7.218671359939067,7.218671359939067,7.218671359939067,458.53097960104714,4.375445416140672,4.369971993117985,3.56280001600703,0.7999999999999999,0.5166666666666667,7.218671359939067,0.0,7.218671359939067,6.651628448566986,7.218671359939066,7.218671359939066,7.218671359939066,458.5309796010474,4.37544541614067,4.369971993117985,3.5628000160070292,0.7999999999999999,0.5166666666666667,7.218671359939066,0.0,7.218671359939066
run_107,1.0,31.62962962962963,32.20666666666667,39.5,31.041666666666668,26.458333333333332,32.760416666666664,31.479591836734695,25.560000000000002,20.0,21.075680272108844,23.13802083333334,20.250000000000004,1.0,0.00717153832966112,0.007849552534043186,0.007633607394956579,0.008200798374075412,0.0038741550888404287,0.0077869213864935035,0.007293086003978482,0.0038125563548744856,0.004591290298734726,-0.7470015436175738,-0.8866666666666667,,1.0,7.8340445618606145,7.925270308436361,7.925270308436361,7.925270308436361,401.5491532129367,4.26698659915542,5.336414530738288,5.539078475544106,0.3466666666666667,0.52,7.925270308436361,0.0,7.925270308436361,7.8340445618606145,7.925270308436361,7.925270308436361,7.925270308436361,401.5491532129368,4.266986599155419,5.336414530738291,5.539078475544108,0.3466666666666667,0.52,7.925270308436361,0.0,7.925270308436361
run_108,1.0,30.925925925925924,30.653333333333332,42.666666666666664,30.166666666666668,26.572916666666668,32.583333333333336,30.09863945578231,25.418333333333333,20.0,21.639455782312925,23.802083333333332,20.250000000000004,1.0,-0.039847775113209326,-0.040848106547046646,-0.04054270433216148,-0.04124784452155292,-0.023499924824502815,-0.03952350945360376,-0.0392163195374218,-0.05004839756939198,-0.04285166978342267,-0.7470015436175738,-0.6666666666666666,,1.0,8.814270681730086,8.679593945389357,8.679593945389357,8.679593945389357,604.117917493082,5.486127034998629,4.929682687340162,4.601920309270599,0.61,0.5433333333333333,8.679593945389357,0.0,8.679593945389357,8.814270681730086,8.679593945389358,8.679593945389358,8.679593945389358,604.1179174930821,5.48612703499863,4.929682687340163,4.601920309270599,0.61,0.5433333333333333,8.679593945389358,0.0,8.679593945389358
